Unnamed: 0,utt_id,EDA,filename,session_number,speaker,start,end,utterance,original_order,file_name_base
9024,8,sd,Ses05F_impro08,5,M,72.87,74.31,I got it in the mail.,17,Ses05F_impro08_M008
9025,9,qy^d,Ses05F_impro08,5,F,74.08,74.86,In the mail?,18,Ses05F_impro08_F009
9026,9,ny,Ses05F_impro08,5,M,74.75,75.53,yeah,19,Ses05F_impro08_M009
9027,10,qy,Ses05F_impro08,5,F,75.37,82.28,"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",20,Ses05F_impro08_F010
9028,10,sd,Ses05F_impro08,5,M,81.66,88.35,"Well, when I look online, it says, it says that I was charged a late fee so I'm assuming that I paid on your web site-",21,Ses05F_impro08_M010
9029,11,bk,Ses05F_impro08,5,F,85.63,86.77,Okay.,22,Ses05F_impro08_F011
9030,11,sd,Ses05F_impro08,5,M,88.39,96.11,"like I paid right through your own company before my due date but it's still and it even shows my payment there, and then it charged me the late fee afterwards.",23,Ses05F_impro08_M011
9031,12,b,Ses05F_impro08,5,F,90.81,92.07,Okay.,24,Ses05F_impro08_F012
9032,13,b,Ses05F_impro08,5,F,93.74,95.25,All right. I-,25,Ses05F_impro08_F013
9033,14,sd,Ses05F_impro08,5,F,95.35,100.55,"Okay so, I'll just look it up and you know see what's going on, maybe we can...",26,Ses05F_impro08_F014
9034,12,b,Ses05F_impro08,5,M,100.19,101.52,Okay.,27,Ses05F_impro08_M012
9035,15,sd,Ses05F_impro08,5,F,100.63,102.81,if I call it up on the screen.,28,Ses05F_impro08_F015
9036,13,ad,Ses05F_impro08,5,M,102.18,104.11,"Okay, great, go ahead.",29,Ses05F_impro08_M013
9037,16,sd,Ses05F_impro08,5,F,103.62,118.66,"So in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but I do see that you paid the, what can you tell me the amount, what was the amount?",30,Ses05F_impro08_F016
9038,14,sd,Ses05F_impro08,5,M,118.42,121.42,It was one ninety eight sixty three. I paid the minimum.,31,Ses05F_impro08_M014
9039,17,sd,Ses05F_impro08,5,F,120.07,130.0,"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-",32,Ses05F_impro08_F017
9040,15,sv,Ses05F_impro08,5,M,129.75,133.29,Wow.  I can't believe you're actually admitting to having a problem on your end.  That's a first.,33,Ses05F_impro08_M015
9041,18,sd,Ses05F_impro08,5,F,132.97,139.05,"Well you know sometimes-- just with online transactions, things happens. so um-",34,Ses05F_impro08_F018
9042,16,xx,Ses05F_impro08,5,M,134.19,135.92,"No, No, No, I am grateful.",35,Ses05F_impro08_M016
9043,17,aa,Ses05F_impro08,5,M,137.08,138.2,Absolutely.,36,Ses05F_impro08_M017
9044,19,sv,Ses05F_impro08,5,F,139.14,145.43,"Yeah, we- Somebody went in and- and cleared the problem and it looks like you're all paid.",37,Ses05F_impro08_F019
9045,18,qy,Ses05F_impro08,5,M,145.11,146.36,Did they take-,38,Ses05F_impro08_M018
9046,20,qy,Ses05F_impro08,5,F,145.45,150.48,"You do the direct the direct it um- it's taking right out of your bank account, correct?",39,Ses05F_impro08_F020
9047,19,ny,Ses05F_impro08,5,M,149.36,150.61,"Yes, yes, exactly.",40,Ses05F_impro08_M019
9048,21,sd,Ses05F_impro08,5,F,150.51,152.57,Yeah so- That --that did go through.,41,Ses05F_impro08_F021
9049,20,qy,Ses05F_impro08,5,M,151.89,154.82,Are you taking the late fee off of my account then?,42,Ses05F_impro08_M020
9050,22,na,Ses05F_impro08,5,F,154.44,160.18,"Um- I can try to do that for you, certainly.",43,Ses05F_impro08_F022
9051,21,sd,Ses05F_impro08,5,M,159.54,161.7,Because I paid it on time.,44,Ses05F_impro08_M021
9052,23,sv,Ses05F_impro08,5,F,161.25,180.32,"Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well.  So I'm going to go ahead and try and put that into the computer.  And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that.",45,Ses05F_impro08_F023
9053,22,b,Ses05F_impro08,5,M,176.96,178.05,Right.,46,Ses05F_impro08_M022
9054,23,sd,Ses05F_impro08,5,M,179.92,184.59,"Yeah, but if I call back, I'll have to go through this whole rigmarole again. and try to get a hole or someone.",47,Ses05F_impro08_M023
9055,24,sd,Ses05F_impro08,5,F,182.62,188.27,Well I'll give you my direct line and my number so you can- you can  get directly to me.,48,Ses05F_impro08_F024
9056,24,bh,Ses05F_impro08,5,M,187.71,188.84,Really?,49,Ses05F_impro08_M024
9057,25,ny,Ses05F_impro08,5,F,188.5,189.53,yeah.,50,Ses05F_impro08_F025
9058,25,sv,Ses05F_impro08,5,M,188.99,192.4,"That would be wonderful, that would be great seriously.",51,Ses05F_impro08_M025
9059,26,sv,Ses05F_impro08,5,F,191.54,192.89,No problem.,52,Ses05F_impro08_F026
9060,26,xx,Ses05F_impro08,5,M,192.4325,194.11,"thank you, what's the number?",53,Ses05F_impro08_M026
9061,27,sd,Ses05F_impro08,5,F,193.58,196.75,ahh one eight hundred three two three,54,Ses05F_impro08_F027
9062,27,sd,Ses05F_impro08,5,M,196.26,197.36,three two three,55,Ses05F_impro08_M027
9063,28,sd,Ses05F_impro08,5,F,197.06,198.86,six four nine four,56,Ses05F_impro08_F028
9064,28,sv,Ses05F_impro08,5,M,198.33,203.88,"six four nine four. That would be so great, thank you so much.",57,Ses05F_impro08_M028
9065,29,sd,Ses05F_impro08,5,F,202.98,204.19,You're welcome,59,Ses05F_impro08_F029
9066,29,b,Ses05F_impro08,5,M,203.92,204.84,oh.,60,Ses05F_impro08_M029
9067,30,sd,Ses05F_impro08,5,F,204.43,206.63,I'm sorry that it was an inconvenience.,61,Ses05F_impro08_F030
9068,30,sv,Ses05F_impro08,5,M,206.28,211.1,"It was horrible, but you've made it much better, thank you very much. Absolutely",62,Ses05F_impro08_M030
9069,31,sd,Ses05F_impro08,5,F,208.53,209.83,I am glad.,63,Ses05F_impro08_F031
9070,32,fc,Ses05F_impro08,5,F,209.86,211.36,Have a good day.,64,Ses05F_impro08_F032
9071,31,fc,Ses05F_impro08,5,M,211.12,213.48,"You too, thank you so much, have a wonderful day.",65,Ses05F_impro08_M031
9072,33,fc,Ses05F_impro08,5,F,213.17,214.55,bye bye,66,Ses05F_impro08_F033
9073,32,fc,Ses05F_impro08,5,M,213.74,214.94,bye,67,Ses05F_impro08_M032
9074,0,qw,Ses05M_impro02,5,F,3.0334,5.3,What is it?,0,Ses05M_impro02_F000
9075,0,sd,Ses05M_impro02,5,M,6.92,16.39,"Sweetheart, I've got to tell you something.  I just got a call.  I'm going to Iraq.",1,Ses05M_impro02_M000
9076,1,qw,Ses05M_impro02,5,F,16.31,18.11,What?,2,Ses05M_impro02_F001
9077,1,sd,Ses05M_impro02,5,M,17.87,23.57,"I know it's really crappy timing, but I don't have a choice.",3,Ses05M_impro02_M001
9078,2,xx,Ses05M_impro02,5,F,22.25,24.19,"What?  No, you can't!",4,Ses05M_impro02_F002
9079,2,sd,Ses05M_impro02,5,M,23.85,26.68,I know. I have to go-,5,Ses05M_impro02_M002
9080,3,qy,Ses05M_impro02,5,F,24.96,28.91,You didn't- Did you tell them you have two young children at home?,6,Ses05M_impro02_F003
9081,3,qy,Ses05M_impro02,5,M,28.39,33.11,"You think they'd listen to me?  No.  Of course, I told them that.",7,Ses05M_impro02_M003
9082,4,qy,Ses05M_impro02,5,F,33.17,35.79,And they didn't care?,8,Ses05M_impro02_F004
9083,4,nn,Ses05M_impro02,5,M,35.25,37.44,No.,9,Ses05M_impro02_M004
9084,5,sd,Ses05M_impro02,5,M,39.1795,41.42,I don't know what to do.  I'm - Sorry,10,Ses05M_impro02_M005
9085,5,sv,Ses05M_impro02,5,F,40.07,42.4,They can't do that to you.,11,Ses05M_impro02_F005
9086,6,sd,Ses05M_impro02,5,M,41.43,42.69,I know.,12,Ses05M_impro02_M006
9087,7,sd,Ses05M_impro02,5,M,42.91,47.78,"I don't have a choice.  I have to go.  If I don't go, they'll come and take me.",13,Ses05M_impro02_M007
9088,6,sv,Ses05M_impro02,5,F,45.35,49.51,"No, we have- There's got to be something you can do.  You can't go.",14,Ses05M_impro02_F006
9089,8,sd,Ses05M_impro02,5,M,48.59,57.01,I've tried everything.  I've called everyone I know.  I've tried everything. No one can do anything for me or they won't do anything for me.,15,Ses05M_impro02_M008
9090,7,qw,Ses05M_impro02,5,F,55.57,58.14,How long do you have to go for?,16,Ses05M_impro02_F007
9091,9,sd,Ses05M_impro02,5,M,58.04,60.23,At least a year.,17,Ses05M_impro02_M009
9092,8,br,Ses05M_impro02,5,F,59.82,60.81,What?,18,Ses05M_impro02_F008
9093,10,sd,Ses05M_impro02,5,M,60.3,62.39,I know.,19,Ses05M_impro02_M010
9094,11,sv,Ses05M_impro02,5,M,62.7,70.72,I don't want to -- the kids.  You've got to take care of them.  You've got- you've got to-,20,Ses05M_impro02_M011
9095,12,sd,Ses05M_impro02,5,M,70.75,79.42,"tell them about me and show them pictures of me and everything like that, because they are not going to see me for such a long time.  And it's such an important time and I just don't want to miss it.",21,Ses05M_impro02_M012
9096,9,sv,Ses05M_impro02,5,F,79.28,83.59,There's got to be something we can do.  You can't just go.,22,Ses05M_impro02_F009
9097,13,xx,Ses05M_impro02,5,M,83.83,92.7,I don't have -- I know.  What are we gonna- What are we- just run away?  What can I do?  Where can we go?,24,Ses05M_impro02_M013
9098,10,qh,Ses05M_impro02,5,F,90.67,94.51,Why don't we do that- Can we- Can we just leave the country?,25,Ses05M_impro02_F010
9099,14,qw,Ses05M_impro02,5,M,93.02,94.36,Where are we gonna go?,26,Ses05M_impro02_M014
9100,15,qw,Ses05M_impro02,5,M,94.37,95.84,Where are we gonna go?,27,Ses05M_impro02_M015
9101,11,sd,Ses05M_impro02,5,F,94.75,96.17,I don't know.,28,Ses05M_impro02_F011
9102,16,sd,Ses05M_impro02,5,M,96.2767,100.34,They'll find me anyway.  You know they will.,29,Ses05M_impro02_M016
9103,12,qw,Ses05M_impro02,5,F,99.92,103.18,What would be the worst that would happen if they found you somewhere else?,30,Ses05M_impro02_F012
9104,17,qw,Ses05M_impro02,5,M,102.24,109.83,"They'd put me in jail and then how long- when will I get to see the kids?  What, ten years?  I don't know.",31,Ses05M_impro02_M017
9105,13,sv,Ses05M_impro02,5,F,109.72,112.02,"Well, they're so young.",32,Ses05M_impro02_F013
9106,18,sd,Ses05M_impro02,5,M,111.65,119.95,I know.  But I'll-I'll send the pictures all the time and I'll write them emails and you can read them the emails that I send them.,33,Ses05M_impro02_M018
9107,14,qw,Ses05M_impro02,5,F,118.5,122.89,Where are you gonna be stationed?  What are you gonna be doing?,34,Ses05M_impro02_F014
9108,19,sd,Ses05M_impro02,5,M,122.6,127.01,"I'm gonna be in Bagdad, just doing security.",35,Ses05M_impro02_M019
9109,15,qy,Ses05M_impro02,5,F,127.24,132.27,"Are you gonna be like in tanks running around?  What- I mean, what does that mean?",36,Ses05M_impro02_F015
9110,20,sd,Ses05M_impro02,5,M,131.87,139.85,"Yeah, it's gonna be everything.  I'm gonna be in the front.  I'll be -- it's not gonna be safe.",37,Ses05M_impro02_M020
9111,16,ba,Ses05M_impro02,5,F,138.59,140.67,"Oh, my God.",38,Ses05M_impro02_F016
9112,21,sd,Ses05M_impro02,5,M,140.15,143.72,I just want to be honest with you.  I don't want you to .,39,Ses05M_impro02_M021
9113,22,sd,Ses05M_impro02,5,M,144.29,153.84,"but, it's gonna be fine.  I'm gonna be fine.  You know I'm good at this.  I can do this.  That's why I trained all this time.  I'm good at this.  Okay?",40,Ses05M_impro02_M022
9114,17,sd,Ses05M_impro02,5,F,152.39,154.99,But so many people have died.,41,Ses05M_impro02_F017
9115,23,sd,Ses05M_impro02,5,M,154.48,159.39,"I know.  I know.  I know.  But, you know what?  That doesn't mean it's gonna be me; does it?",42,Ses05M_impro02_M023
9116,18,sv,Ses05M_impro02,5,F,158.97,165.44,"I know.  I know.  I know I know. You're good You're good at what you do, but there's just so much chance involved.",43,Ses05M_impro02_F018
9117,24,sv,Ses05M_impro02,5,M,159.41,162.6,No.  It doesn't.  And you can't think like that.,44,Ses05M_impro02_M024
9118,19,sv,Ses05M_impro02,5,F,165.47,170.67,"I mean, I-I know that you're a good soldier, but not everybody else is. and what if",45,Ses05M_impro02_F019
9119,25,sd,Ses05M_impro02,5,M,169.3,178.68,I don't want you to -- I know.  I know. You can't worry about me.  You've got to worry about the kids.  And you've got to take care of the kids for me.  Okay?  Take care of the kids for me; all right?,46,Ses05M_impro02_M025
9120,26,sd,Ses05M_impro02,5,M,178.76,184.01,"And you know my mom's here.  She'll come over and she'll be with you all the time, whenever you need her.",47,Ses05M_impro02_M026
9121,20,sd,Ses05M_impro02,5,F,182.48,185.34,It's just so much.,48,Ses05M_impro02_F020
9122,27,sd,Ses05M_impro02,5,M,184.07,185.99,"I'll miss you, baby.",49,Ses05M_impro02_M027
9123,21,sd,Ses05M_impro02,5,F,185.54,189.85,[GARBAGE] You have to write me everyday.,50,Ses05M_impro02_F021
9124,28,sd,Ses05M_impro02,5,M,188.65,199.46,"All- I'll write you everyday, all the time.  And I'll send you pictures and you send me pictures. I know We've got email out there.  We've got email and I can see stuff and you can send me stuff all the time.  Okay?",51,Ses05M_impro02_M028
9125,22,qw,Ses05M_impro02,5,F,198.85,203.13,"Can I send you, like videos and stuff? What about when they start walking.",52,Ses05M_impro02_F022
9126,29,ny,Ses05M_impro02,5,M,200.1,202.39,yeah yeah yeah.,53,Ses05M_impro02_M029
9127,30,sv,Ses05M_impro02,5,M,202.45,207.42,You you record every second.  You record every second because I want to see it all.  Okay?,54,Ses05M_impro02_M030
9128,31,sv,Ses05M_impro02,5,M,207.43,212.12,"If I don't get to see it now, I get to see it later at least, you know?  You've got to keep it all for me; all right?",55,Ses05M_impro02_M031
9129,23,b,Ses05M_impro02,5,F,211.62,212.88,okay.,56,Ses05M_impro02_F023
9130,32,sd,Ses05M_impro02,5,M,213.45,217.58,I love you.  Okay?,57,Ses05M_impro02_M032
9131,24,sd,Ses05M_impro02,5,F,214.77,216.19,[GARBAGE],58,Ses05M_impro02_F024
9132,0,xx,Ses05F_script01_1,5,F,8.0341,13.5,What's he going to say? Maybe we should tell him before he sees it.,0,Ses05F_script01_1_F000
9133,0,sd,Ses05F_script01_1,5,M,13.0842,15.27,He saw it.,1,Ses05F_script01_1_M000
9134,1,sd,Ses05F_script01_1,5,F,15.2259,19.1,How could he see it?  I was the first one up.  He was still in bed.,2,Ses05F_script01_1_F001
9135,1,sd,Ses05F_script01_1,5,M,18.61,21.02,He was out here when it broke.,3,Ses05F_script01_1_M001
9136,2,qw,Ses05F_script01_1,5,F,20.57,22.1,When?,4,Ses05F_script01_1_F002
9137,2,sd,Ses05F_script01_1,5,M,22.07,29.15,"Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked.",5,Ses05F_script01_1_M002
9138,3,qw,Ses05F_script01_1,5,F,28.98,32.13,What was he doing out here at four in the morning?,6,Ses05F_script01_1_F003
9139,3,sd,Ses05F_script01_1,5,M,31.97,38.22,I don't know.  but When it cracked he ran back into the house and start to cry in the kitchen.,7,Ses05F_script01_1_M003
9140,4,qy,Ses05F_script01_1,5,F,38.11,39.88,Did you talk to him?,8,Ses05F_script01_1_F004
9141,4,sd,Ses05F_script01_1,5,M,39.84,44.06,No.  I figured it was best to leave him alone.,9,Ses05F_script01_1_M004
9142,5,sd,Ses05F_script01_1,5,F,44.62,46.45,He cried hard.,10,Ses05F_script01_1_F005
9143,5,sd,Ses05F_script01_1,5,M,46.11,49.33,I could hear him right through the floor of my room.,11,Ses05F_script01_1_M005
9144,6,sd,Ses05F_script01_1,5,F,50.95,53.31,He is thinking about him again.,12,Ses05F_script01_1_F006
9145,7,sd,Ses05F_script01_1,5,F,53.64,58.77,"It's getting just like after Larry died, he's having dreams, he's walking around at night.",13,Ses05F_script01_1_F007
9146,6,sd,Ses05F_script01_1,5,M,58.6,60.66,"I guess, he is.",14,Ses05F_script01_1_M006
9147,8,qw,Ses05F_script01_1,5,F,61.98,64.23,What's the meaning of that?,15,Ses05F_script01_1_F008
9148,7,sd,Ses05F_script01_1,5,M,63.8,70.23,I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,16,Ses05F_script01_1_M007
9149,9,qw,Ses05F_script01_1,5,F,69.6,71.32,What?,17,Ses05F_script01_1_F009
9150,8,sv,Ses05F_script01_1,5,M,71.08,75.91,Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,18,Ses05F_script01_1_M008
9151,10,qw,Ses05F_script01_1,5,F,75.43,77.85,"What do you mean, dishonest?",19,Ses05F_script01_1_F010
9152,9,sv,Ses05F_script01_1,5,M,77.56,85.46,"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",20,Ses05F_script01_1_M009
9153,11,qw,Ses05F_script01_1,5,F,85.02,87.59,"What are you going to do, argue with him?",21,Ses05F_script01_1_F011
9154,10,sv,Ses05F_script01_1,5,M,87.25,93.7,"No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive.",22,Ses05F_script01_1_M010
9155,11,xx,Ses05F_script01_1,5,M,94.09,105.27,"Why shouldn't he dream about him, walk around during the night, looking for him um.  Do we contradict him?  Do we say outright that we don't have any hope anymore, that we haven't had any for years now?",23,Ses05F_script01_1_M011
9156,12,xx,Ses05F_script01_1,5,F,105.03,106.9,You can't just say that to him.,24,Ses05F_script01_1_F012
9157,12,sd,Ses05F_script01_1,5,M,106.74,108.94,We have to say it to him!,25,Ses05F_script01_1_M012
9158,13,sv,Ses05F_script01_1,5,F,118.01,125.0,"How are you going to prove it, I mean, there's no body and there's no grave.  So what are you going to do? Do you have proof?",26,Ses05F_script01_1_F013
9159,13,sd,Ses05F_script01_1,5,M,122.81,129.61,"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",27,Ses05F_script01_1_M013
9160,14,sv,Ses05F_script01_1,5,F,128.55,138.37,"To you it is, and to me, but not to your father.  Now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?",28,Ses05F_script01_1_F014
9161,14,fc,Ses05F_script01_1,5,M,138.49,142.21,"Sit down, mom.  I want to talk to you.",29,Ses05F_script01_1_M014
9162,15,sd,Ses05F_script01_1,5,F,141.53,150.17,"The trouble with the god damned newspapers, I mean every week, they do a story about some boy's been gone longer than Larry and he comes back, so the next one is gonna--",30,Ses05F_script01_1_F015
9163,15,fc,Ses05F_script01_1,5,M,148.2,151.92,"All right, All right mom.  Listen!",31,Ses05F_script01_1_M015
9164,16,qy,Ses05F_script01_1,5,M,153.209,156.55,"You know why I asked Annie here, don't you?",32,Ses05F_script01_1_M016
9165,16,xx,Ses05F_script01_1,5,F,156.16,157.9,why?,33,Ses05F_script01_1_F016
9166,17,sd,Ses05F_script01_1,5,M,157.72,159.51,You know.,34,Ses05F_script01_1_M017
9167,17,sd,Ses05F_script01_1,5,F,159.19,162.28,Well I got an idea.  But what's the story?,35,Ses05F_script01_1_F017
9168,18,sd,Ses05F_script01_1,5,M,162.08,164.57,I'm going to ask her to marry me.,36,Ses05F_script01_1_M018
9169,18,sd,Ses05F_script01_1,5,F,165.77,169.18,"Well that's nobody's business but yours, Chris.",37,Ses05F_script01_1_F018
9170,19,sd,Ses05F_script01_1,5,M,168.72,171.3,You know that's not just my business.,38,Ses05F_script01_1_M019
9171,19,qw,Ses05F_script01_1,5,F,170.7,174.97,"What- What am - what are you going to do, I mean you're old enough to make up your own mind?",39,Ses05F_script01_1_F019
9172,20,qy,Ses05F_script01_1,5,M,174.27,176.69,So it's all right.  I can go ahead with it then?,40,Ses05F_script01_1_M020
9173,20,sv,Ses05F_script01_1,5,F,176.23,180.02,Well you're want to make sure your father isn't you know going to--lose them,41,Ses05F_script01_1_F020
9174,21,sv,Ses05F_script01_1,5,M,178.56,186.79,Then it's not only my business.  Sometimes you infuriate me.  You know that?,42,Ses05F_script01_1_M021
9175,22,qy,Ses05F_script01_1,5,M,186.82,195.41,"You know that?  Isn't it your business too, if I tell dad, and he gets, throws a fit about it?   you have such a talent for ignoring things!",43,Ses05F_script01_1_M022
9176,21,sd,Ses05F_script01_1,5,F,194.8,198.46,I ignore what I got to ignore.  The girl is Larry's girl.,44,Ses05F_script01_1_F021
9177,23,sd,Ses05F_script01_1,5,M,197.51,200.21,She's not Larry's girl!,45,Ses05F_script01_1_M023
9178,22,sv,Ses05F_script01_1,5,F,200.09,207.41,"As far as your father is concerned, he's not dead and you've no right to take his girl.",46,Ses05F_script01_1_F022
9179,23,sd,Ses05F_script01_1,5,F,207.47,217.98,"Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't.",47,Ses05F_script01_1_F023
9180,24,sd,Ses05F_script01_1,5,M,218.66,228.42,"I don't know why it is.  But every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time, after time.",48,Ses05F_script01_1_M024
9181,24,sv,Ses05F_script01_1,5,F,227.47,230.81,"Well you're a considerate fellow, there's nothing wrong with that.",49,Ses05F_script01_1_F024
9182,25,ba,Ses05F_script01_1,5,M,229.66,231.77,To hell with that!,50,Ses05F_script01_1_M025
9183,25,qy,Ses05F_script01_1,5,F,232.17,235.16,Have you asked Annie yet to marry you?,51,Ses05F_script01_1_F025
9184,26,sd,Ses05F_script01_1,5,M,234.53,237.36,I want to get this settled first.,52,Ses05F_script01_1_M026
9185,26,qy,Ses05F_script01_1,5,F,237.52,243.88,"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?",53,Ses05F_script01_1_F026
9186,27,sv,Ses05F_script01_1,5,M,243.45,256.96,"Well, if she does, then that's the end of it, but from her letters it sounds like she's forgotten about it.  I'll find out and then we'll thrash it out with Dad, all right?  Mom, don't avoid me.",54,Ses05F_script01_1_M027
9187,27,sv,Ses05F_script01_1,5,F,260.33,263.33,"The trouble is you don't see enough women, you never have",55,Ses05F_script01_1_F027
9188,28,sd,Ses05F_script01_1,5,M,262.74,265.79,"So what, I'm not fast with women.",56,Ses05F_script01_1_M028
9189,28,sv,Ses05F_script01_1,5,F,265.21,268.04,Well I just don't see why it has to be Annie.,57,Ses05F_script01_1_F028
9190,29,sv,Ses05F_script01_1,5,M,267.41,269.07,Because it is.,58,Ses05F_script01_1_M029
9191,29,sv,Ses05F_script01_1,5,F,268.85,273.34,"well, that's a good reason, but it doesn't answer a thing.",59,Ses05F_script01_1_F029
9192,30,sd,Ses05F_script01_1,5,M,274.55,285.95,"I can't help it.  I know her best.  I was brought up next door to here, the easiest, when I think of somebody for my wife, I think of Annie.  Do you want a diagram?",60,Ses05F_script01_1_M030
9193,30,sd,Ses05F_script01_1,5,F,284.94,294.2,"No, I don't want a diagram, but, Chris, your father thinks Larry's coming back.",61,Ses05F_script01_1_F030
9194,31,sd,Ses05F_script01_1,5,F,294.66,304.58,"You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't.",62,Ses05F_script01_1_F031
9195,31,xx,Ses05F_script01_1,5,M,304.25,306.52,"All right, then, Mom.",63,Ses05F_script01_1_M031
9196,32,xx,Ses05F_script01_1,5,F,307.68,309.78,Give it some more thought.,64,Ses05F_script01_1_F032
9197,32,sd,Ses05F_script01_1,5,M,309.44,322.85,"I've given it three years of thought.  And hope by now that he wouldn't.  Can you forget about Larry an-- and we can have a regular wedding and have everybody be happy.  But that can't happen here, I'm set to get out.",65,Ses05F_script01_1_M032
9198,33,qw,Ses05F_script01_1,5,F,323.18,324.64,What the hell is this?,66,Ses05F_script01_1_F033
9199,33,sd,Ses05F_script01_1,5,M,324.25,328.75,"I'll get out. I'll get married and live some place else.  Maybe, maybe New York?",67,Ses05F_script01_1_M033
9200,34,qy,Ses05F_script01_1,5,F,328.21,330.02,Are you crazy?,68,Ses05F_script01_1_F034
9201,34,sd,Ses05F_script01_1,5,M,329.45,333.55,"I've been a good son for too long, a big sucker.  I'm through with it.",69,Ses05F_script01_1_M034
9202,35,qy,Ses05F_script01_1,5,F,333.8,339.38,Wait a minute.  Tell me this.  Do you mean to say that you would leave the business?,70,Ses05F_script01_1_F035
9203,35,qy,Ses05F_script01_1,5,M,338.66,342.56,The business?  The business?  It doesn't inspire me?,71,Ses05F_script01_1_M035
9204,36,qy,Ses05F_script01_1,5,F,341.63,343.89,Must you be inspired?,72,Ses05F_script01_1_F036
9205,36,sd,Ses05F_script01_1,5,M,342.84,362.92,"Yes!  I like it an hour a day.  If I had to grub for money all day long, I like to come home to something beautiful.  I want a family.  I want- I want kids.  I want to build something I can give myself to. and Annie is in the center of that, and now where do I find it?",73,Ses05F_script01_1_M036
9206,37,sv,Ses05F_script01_1,5,F,364.57,368.98,"Don't- you, you can't think like that!  Don't think like that!",74,Ses05F_script01_1_F037
9207,37,xx,Ses05F_script01_1,5,M,370.36,372.47,Then help me stay here.,75,Ses05F_script01_1_M037
9208,38,sv,Ses05F_script01_1,5,F,372.58,381.37,"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!",76,Ses05F_script01_1_F038
9209,38,sd,Ses05F_script01_1,5,M,379.16,385.13,I know that Mom. I know.  Just you help me stay here.,77,Ses05F_script01_1_M038
9210,39,sv,Ses05F_script01_1,5,F,384.51,387.03,"All right, but don't think like that.",78,Ses05F_script01_1_F039
9211,39,sd,Ses05F_script01_1,5,M,386.68,388.9,I am thinking like that.,79,Ses05F_script01_1_M039
9212,40,qy,Ses05F_script01_1,5,F,390.42,393.25,"I don't understand you, do I?",80,Ses05F_script01_1_F040
9213,40,sv,Ses05F_script01_1,5,M,392.68,397.74,No.  You don't.  I'm a pretty tough guy.,81,Ses05F_script01_1_M040
9214,41,sd,Ses05F_script01_1,5,F,397.29,399.91,"Yeah, I can see that.",82,Ses05F_script01_1_F041
9215,0,sd,Ses05F_impro04,5,F,5.18,9.76,"Brian, I need help.",0,Ses05F_impro04_F000
9216,0,sd,Ses05F_impro04,5,M,10.71,15.63,"Babe, I don't know what to tell you.  Don't give up.",1,Ses05F_impro04_M000
9217,1,sd,Ses05F_impro04,5,F,15.79,26.2,I don't--I'm just--I'm thinking maybe I should move back home or something.  I don't I don't know what to do.  I can't - I cant keep living the way I'm living.,2,Ses05F_impro04_F001
9218,1,qw,Ses05F_impro04,5,M,25.96,31.02,"Well, of course not, but what are you going to do if you move back home?  Are you going to be able to find a job there?",3,Ses05F_impro04_M001
9219,2,sd,Ses05F_impro04,5,F,29.45,36.38,"I don't know.  I mean, what am I supposed to do? I've It's not for lack of effort.  I've been trying.",4,Ses05F_impro04_F002
9220,2,sd,Ses05F_impro04,5,M,35.99,41.26,"I wish I had some answers for you, babe.  I mean-I don't know what to tell you.",5,Ses05F_impro04_M002
9221,3,qw,Ses05F_impro04,5,F,40.14,44.28,How did you get a job?  What am I - What am I supposed to do?,6,Ses05F_impro04_F003
9222,3,sd,Ses05F_impro04,5,M,43.93,49.07,I went to school and I got my degree.  And I got a job.,7,Ses05F_impro04_M003
9223,4,sd,Ses05F_impro04,5,F,49.54,66.46,"I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody.",8,Ses05F_impro04_F004
9224,4,sv,Ses05F_impro04,5,M,65.44,67.4,Nothing's impossible.,9,Ses05F_impro04_M004
9225,5,sv,Ses05F_impro04,5,F,66.53,68.15,It's not fair.,10,Ses05F_impro04_F005
9226,5,sv,Ses05F_impro04,5,M,67.66,72.36,You have to be willing - You have to be willing to start you know at the bottom and work your way up. and,11,Ses05F_impro04_M005
